Rule 849:
If type Answer AND type Scale Type, then answer scale_ type ?b.

Formal Rule:
Head: ?a  hasAnswerScale_Type  ?b
Body: ?a  type  Answer  ?b  type  Scale_Type

Real Instances from Knowledge Graph (1092 found):

10030106 has answer scale_ type Ordinal, 10030106 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10060105, 10060105 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060105, 10060105 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040103 has answer scale_ type Ordinal, 10040103 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040103, 10040103 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040103, 10040103 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040103, 10040103 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180002, 30180002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180002 has answer scale_ type Nominal, 30180002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30180002, 30180002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30180002, 30180002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100103 has answer scale_ type Ordinal, 10100103 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100103, 10100103 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100103, 10100103 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100103, 10100103 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040003, 30040003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040003 has answer scale_ type Nominal, 30040003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30040003, 30040003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040003, 30040003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010302 has answer scale_ type Ordinal, 20010302 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010302, 20010302 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010302, 20010302 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010302, 20010302 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250004, 30250004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250004 has answer scale_ type Nominal, 30250004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30250004, 30250004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250004, 30250004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010603 has answer scale_ type Ordinal, 20010603 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010603, 20010603 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010603, 20010603 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010603, 20010603 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040104 has answer scale_ type Ordinal, 10040104 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040104, 10040104 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040104, 10040104 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040104, 10040104 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060103 has answer scale_ type Ordinal, 10060103 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10060103, 10060103 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060103, 10060103 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060103, 10060103 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140003, 30140003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140003 has answer scale_ type Nominal, 30140003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30140003, 30140003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140003, 30140003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100111, 10100111 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100111, 10100111 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100111 has answer scale_ type NullAnswer, 10100111 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100111, 10100111 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30010001, 30010001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30010001 has answer scale_ type Nominal, 30010001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30010001, 30010001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30010001, 30010001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010802 has answer scale_ type Ordinal, 20010802 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010802, 20010802 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010802, 20010802 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010802, 20010802 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020102 has answer scale_ type Ordinal, 10020102 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10020102, 10020102 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020102, 10020102 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020102, 10020102 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130005, 30130005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130005 has answer scale_ type Nominal, 30130005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30130005, 30130005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30130005, 30130005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120006, 30120006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120006 has answer scale_ type Nominal, 30120006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30120006, 30120006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120006, 30120006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010602 has answer scale_ type Ordinal, 20010602 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010602, 20010602 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010602, 20010602 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010602, 20010602 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100107 has answer scale_ type Ordinal, 10100107 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100107, 10100107 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100107, 10100107 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100107, 10100107 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250001, 30250001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250001 has answer scale_ type Nominal, 30250001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30250001, 30250001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30250001, 30250001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010501 has answer scale_ type Ordinal, 20010501 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010501, 20010501 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010501, 20010501 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010501, 20010501 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30190005, 30190005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30190005 has answer scale_ type Nominal, 30190005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30190005, 30190005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30190005, 30190005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260102, 30260102 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260102, 30260102 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30260102 has answer scale_ type NullAnswer, 30260102 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30260102, 30260102 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020104 has answer scale_ type Ordinal, 10020104 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10020104, 10020104 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020104, 10020104 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020104, 10020104 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010101 has answer scale_ type Ordinal, 20010101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010101, 20010101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010101, 20010101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010101, 20010101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010903 has answer scale_ type Ordinal, 20010903 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010903, 20010903 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010903, 20010903 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010903, 20010903 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020001, 30020001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020001 has answer scale_ type Nominal, 30020001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30020001, 30020001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30020001, 30020001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030101 has answer scale_ type Ordinal, 10030101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10030101, 10030101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030101, 10030101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030101, 10030101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010104 has answer scale_ type Ordinal, 20010104 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
20010104, 20010104 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010104, 20010104 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
20010104, 20010104 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080001, 30080001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080001 has answer scale_ type Nominal, 30080001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30080001, 30080001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080001, 30080001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040004, 30040004 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040004 has answer scale_ type Nominal, 30040004 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30040004, 30040004 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30040004, 30040004 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030107 has answer scale_ type Ordinal, 10030107 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10030107, 10030107 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030107, 10030107 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030107, 10030107 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060106 has answer scale_ type Ordinal, 10060106 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10060106, 10060106 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060106, 10060106 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10060106, 10060106 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040101 has answer scale_ type Ordinal, 10040101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040101, 10040101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040101, 10040101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040101, 10040101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030111, 10030111 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030111, 10030111 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030111 has answer scale_ type NullAnswer, 10030111 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10030111, 10030111 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140005, 30140005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140005 has answer scale_ type Nominal, 30140005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30140005, 30140005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30140005, 30140005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070002, 30070002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070002 has answer scale_ type Nominal, 30070002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30070002, 30070002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070002, 30070002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080005, 30080005 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080005 has answer scale_ type Nominal, 30080005 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30080005, 30080005 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080005, 30080005 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100101 has answer scale_ type Ordinal, 10100101 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10100101, 10100101 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100101, 10100101 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10100101, 10100101 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230001, 30230001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230001 has answer scale_ type Nominal, 30230001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30230001, 30230001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30230001, 30230001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240002, 30240002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240002 has answer scale_ type Nominal, 30240002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30240002, 30240002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30240002, 30240002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080002, 30080002 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080002 has answer scale_ type Nominal, 30080002 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30080002, 30080002 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30080002, 30080002 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040107 has answer scale_ type Ordinal, 10040107 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10040107, 10040107 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040107, 10040107 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10040107, 10040107 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120001, 30120001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120001 has answer scale_ type Nominal, 30120001 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30120001, 30120001 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30120001, 30120001 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30160006, 30160006 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30160006, 30160006 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30160006 has answer scale_ type NullAnswer, 30160006 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30160006, 30160006 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030105 has answer scale_ type Ordinal, 10030105 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10030105, 10030105 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030105, 10030105 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10030105, 10030105 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020110 has answer scale_ type Ordinal, 10020110 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
10020110, 10020110 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020110, 10020110 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
10020110, 10020110 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070003, 30070003 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070003 has answer scale_ type Nominal, 30070003 has type Answer, Nominal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: yes
30070003, 30070003 has type Answer, NullAnswer has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30070003, 30070003 has type Answer, Textual has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
30100001, 30100001 has type Answer, Ordinal has type Scale Type The path is classified as NEGATIVE (PCA Confidence 0.2500 < threshold 0.5) Answer: no
